run_no,run_time,chat_id,chat_title,question,page_url,account_uid,account_uid_masked,account_nickname,web_account_uid,source_device,mumu_instance,mumu_serial,question_sent_at,answer_completed_at,captured_at,source_uploaded_at,receiver_received_at,product_index,product_name,brand_name,evidence,product_count,rank_type,extraction_method,review_status,model,reviewed_at,answer_hash,extracted_at
5141,2026-07-14 12:24:45,38434822278246146,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434822278246146,,,,,,,,,,,,,2,HBN 原白霜 2.0,HBN,HBN 原白霜 2.0（高效美白，全肤质通用）,3,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:24:52,addbec986a6fef9b61940046b4f09db6718f6605ebd09940bcf76422d0ccda82,2026-07-14T04:24:44.393Z
5141,2026-07-14 12:24:45,38434822278246146,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434822278246146,,,,,,,,,,,,,3,焕颜计 小白罐,焕颜计,焕颜计 小白罐（淡斑抗皱，性价比高）,3,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:24:52,addbec986a6fef9b61940046b4f09db6718f6605ebd09940bcf76422d0ccda82,2026-07-14T04:24:44.393Z
5144,2026-07-14 12:26:48,38434822436002818,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434822436002818,,,,,,,,,,,,,1,谷雨 美白油霜,谷雨,给你挑了 2 款口碑不错的：1. 谷雨 美白油霜（敏感 / 干皮首选）,2,explicit_rank,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:26:51,096818490c2e71bb8b59b4fb88151e1cf77f49fcb729c0a9d7658f4556d0fb19,2026-07-14T04:26:46.382Z
5144,2026-07-14 12:26:48,38434822436002818,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434822436002818,,,,,,,,,,,,,2,HBN 原白霜 2.0,HBN,2. HBN 原白霜 2.0（全肤质进阶美白）,2,explicit_rank,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:26:51,096818490c2e71bb8b59b4fb88151e1cf77f49fcb729c0a9d7658f4556d0fb19,2026-07-14T04:26:46.382Z
5145,2026-07-14 12:27:35,38434822451146498,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434822451146498,,,,,,,,,,,,,1,谷雨美白油霜,谷雨,✨ 谷雨美白油霜（温和修护，干敏皮首选）,2,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:27:40,086e28cd34622ad5abddc1979111087c70c8e50a961b4d0afeea0230506d757b,2026-07-14T04:27:32.417Z
5145,2026-07-14 12:27:35,38434822451146498,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434822451146498,,,,,,,,,,,,,2,HBN 原白霜 2.0,HBN,✨ HBN 原白霜 2.0（强效美白，全肤质可用）,2,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:27:40,086e28cd34622ad5abddc1979111087c70c8e50a961b4d0afeea0230506d757b,2026-07-14T04:27:32.417Z
5146,2026-07-14 12:28:09,38434786736429826,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434786736429826,,,,,,,,,,,,,1,谷雨 美白油霜,谷雨,1. 谷雨 美白油霜（温和提亮，干敏皮首选）,3,explicit_rank,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:28:16,c8f513f2500f5c5ac1ddd39a4f0cb70a8b065dc4047701558a5e2a444fe507f6,2026-07-14T04:28:07.387Z
5146,2026-07-14 12:28:09,38434786736429826,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434786736429826,,,,,,,,,,,,,2,HBN 原白霜 2.0,HBN,2. HBN 原白霜 2.0（全能高效，全肤质通用）,3,explicit_rank,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:28:16,c8f513f2500f5c5ac1ddd39a4f0cb70a8b065dc4047701558a5e2a444fe507f6,2026-07-14T04:28:07.387Z
5146,2026-07-14 12:28:09,38434786736429826,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434786736429826,,,,,,,,,,,,,3,焕颜计 小白罐,焕颜计,3. 焕颜计 小白罐（淡斑抗皱，性价比高）,3,explicit_rank,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:28:16,c8f513f2500f5c5ac1ddd39a4f0cb70a8b065dc4047701558a5e2a444fe507f6,2026-07-14T04:28:07.387Z
5147,2026-07-14 12:28:42,38434840235318530,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434840235318530,,,,,,,,,,,,,1,谷雨 美白油霜,谷雨,✨ 谷雨 美白油霜（温和入门，干敏皮友好）,2,explicit_rank,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:28:47,c41613dbd62273151716918b7b3ae49078f0b21c784db1aea21aa3f4b142ff4d,2026-07-14T04:28:41.383Z
5147,2026-07-14 12:28:42,38434840235318530,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434840235318530,,,,,,,,,,,,,2,HBN 原白霜 2.0,HBN,✨ HBN 原白霜 2.0（进阶高效，全肤质可用）,2,explicit_rank,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:28:47,c41613dbd62273151716918b7b3ae49078f0b21c784db1aea21aa3f4b142ff4d,2026-07-14T04:28:41.383Z
5148,2026-07-14 12:29:14,38434768989181442,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434768989181442,,,,,,,,,,,,,1,谷雨美白油霜,谷雨,1. 谷雨美白油霜（温和首选，干敏皮友好）,3,explicit_rank,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:29:22,580378e41e0ef9aea3945a3fdbd59fe7dbe64018de4415a7afbee244feb8da56,2026-07-14T04:29:12.381Z
5148,2026-07-14 12:29:14,38434768989181442,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434768989181442,,,,,,,,,,,,,2,HBN 原白霜 2.0,HBN,2. HBN 原白霜 2.0（高效全能，进阶美白）,3,explicit_rank,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:29:22,580378e41e0ef9aea3945a3fdbd59fe7dbe64018de4415a7afbee244feb8da56,2026-07-14T04:29:12.381Z
5148,2026-07-14 12:29:14,38434768989181442,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434768989181442,,,,,,,,,,,,,3,焕颜计小白罐,焕颜计,3. 焕颜计小白罐（淡斑抗皱，性价比高）,3,explicit_rank,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:29:22,580378e41e0ef9aea3945a3fdbd59fe7dbe64018de4415a7afbee244feb8da56,2026-07-14T04:29:12.381Z
5149,2026-07-14 12:30:06,38434768870728706,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434768870728706,,,,,,,,,,,,,1,谷雨美白油霜,谷雨,温和首选，干敏皮友好,4,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:30:19,146f251d5da624923d41506470cc0b9e3d5b4b77b840e3c246bb3b86e4c6b667,2026-07-14T04:30:03.389Z
5149,2026-07-14 12:30:06,38434768870728706,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434768870728706,,,,,,,,,,,,,2,HBN 原白霜 2.0,HBN,进阶高效，全肤质,4,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:30:19,146f251d5da624923d41506470cc0b9e3d5b4b77b840e3c246bb3b86e4c6b667,2026-07-14T04:30:03.389Z
5149,2026-07-14 12:30:06,38434768870728706,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434768870728706,,,,,,,,,,,,,3,焕颜计小白罐,焕颜计,淡斑抗皱，敏肌可用,4,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:30:19,146f251d5da624923d41506470cc0b9e3d5b4b77b840e3c246bb3b86e4c6b667,2026-07-14T04:30:03.389Z
5149,2026-07-14 12:30:06,38434768870728706,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434768870728706,,,,,,,,,,,,,4,韩方五谷 377 美白面霜,韩方五谷,平价入门,4,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:30:19,146f251d5da624923d41506470cc0b9e3d5b4b77b840e3c246bb3b86e4c6b667,2026-07-14T04:30:03.389Z
5150,2026-07-14 12:30:45,38434736019674370,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434736019674370,,,,,,,,,,,,,1,谷雨美白油霜,谷雨,给你 3 款口碑不错的选择：✨ 谷雨美白油霜（干皮 / 敏皮，温和美白）,3,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:30:53,5f915f0ee051afbc306523988ee9a6da191fb5f6b5f48e5ed25fa5566e01b69c,2026-07-14T04:30:44.393Z
5150,2026-07-14 12:30:45,38434736019674370,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434736019674370,,,,,,,,,,,,,2,HBN 原白霜 2.0,HBN,✨ HBN 原白霜 2.0（全肤质，高效淡斑）,3,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:30:53,5f915f0ee051afbc306523988ee9a6da191fb5f6b5f48e5ed25fa5566e01b69c,2026-07-14T04:30:44.393Z
5150,2026-07-14 12:30:45,38434736019674370,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434736019674370,,,,,,,,,,,,,3,焕颜计小白罐,焕颜计,✨ 焕颜计小白罐（敏皮，美白抗皱）,3,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:30:53,5f915f0ee051afbc306523988ee9a6da191fb5f6b5f48e5ed25fa5566e01b69c,2026-07-14T04:30:44.393Z
5151,2026-07-14 12:31:19,38434840290137090,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434840290137090,,,,,,,,,,,,,1,谷雨美白油霜,谷雨,🌿 谷雨美白油霜（温和修护，干敏皮首选）,2,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:31:28,c1bb9ff4e1e8b29264af488b3fe28f77b5993c10ac73445ce3fa87de74bdcd21,2026-07-14T04:31:18.378Z
5151,2026-07-14 12:31:19,38434840290137090,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434840290137090,,,,,,,,,,,,,2,HBN 原白霜 2.0,HBN,✨ HBN 原白霜 2.0（高效美白，全肤质通用）,2,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:31:28,c1bb9ff4e1e8b29264af488b3fe28f77b5993c10ac73445ce3fa87de74bdcd21,2026-07-14T04:31:18.378Z
5152,2026-07-14 12:31:55,38434840296307714,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434840296307714,,,,,,,,,,,,,1,谷雨 美白油霜,谷雨,1. 谷雨 美白油霜 (干敏皮首选),3,explicit_rank,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:31:59,96c16229219bd89738b5ae12c9789ec00a55e77ab06c29b871e2e8605db33e88,2026-07-14T04:31:53.391Z
5152,2026-07-14 12:31:55,38434840296307714,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434840296307714,,,,,,,,,,,,,2,HBN 原白霜 2.0,HBN,2. HBN 原白霜 2.0 (进阶高效美白),3,explicit_rank,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:31:59,96c16229219bd89738b5ae12c9789ec00a55e77ab06c29b871e2e8605db33e88,2026-07-14T04:31:53.391Z
5152,2026-07-14 12:31:55,38434840296307714,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434840296307714,,,,,,,,,,,,,3,韩方五谷 377 美白面霜,韩方五谷,3. 韩方五谷 377 美白面霜 (平价入门),3,explicit_rank,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:31:59,96c16229219bd89738b5ae12c9789ec00a55e77ab06c29b871e2e8605db33e88,2026-07-14T04:31:53.391Z
5153,2026-07-14 12:32:24,38434736171806722,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434736171806722,,,,,,,,,,,,,1,谷雨美白油霜,谷雨,温和首选：谷雨美白油霜,2,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:32:36,2caf31bdcef28cf75cf9d09a46048b4648bd8b7756fe944bac2fbd99b2b3284f,2026-07-14T04:32:23.392Z
5153,2026-07-14 12:32:24,38434736171806722,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434736171806722,,,,,,,,,,,,,2,HBN 原白霜 2.0,HBN,高效进阶：HBN 原白霜 2.0,2,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:32:36,2caf31bdcef28cf75cf9d09a46048b4648bd8b7756fe944bac2fbd99b2b3284f,2026-07-14T04:32:23.392Z
5154,2026-07-14 12:33:05,38434786715543554,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434786715543554,,,,,,,,,,,,,1,HBN 原白霜 2.0,HBN,HBN 原白霜 2.0 (全能进阶),3,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:33:11,b275e6c9f8514e5b512c4dbf1b50f28d8f948384a1abc123c4cfdc4c68216538,2026-07-14T04:33:03.380Z
5154,2026-07-14 12:33:05,38434786715543554,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434786715543554,,,,,,,,,,,,,2,谷雨美白油霜,谷雨,谷雨美白油霜 (温和修护),3,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:33:11,b275e6c9f8514e5b512c4dbf1b50f28d8f948384a1abc123c4cfdc4c68216538,2026-07-14T04:33:03.380Z
5154,2026-07-14 12:33:05,38434786715543554,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434786715543554,,,,,,,,,,,,,3,韩方五谷 377 美白面霜,韩方五谷,韩方五谷 377 美白面霜 (平价入门),3,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:33:11,b275e6c9f8514e5b512c4dbf1b50f28d8f948384a1abc123c4cfdc4c68216538,2026-07-14T04:33:03.380Z
5155,2026-07-14 12:33:39,38434786715575298,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434786715575298,,,,,,,,,,,,,1,谷雨美白油霜,谷雨,1. 谷雨美白油霜（干敏皮首选，温和）,3,explicit_rank,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:33:49,82723b5112f631bd9d073edd10bba329ff6dd278eba5deb0002aa465076d9287,2026-07-14T04:33:37.386Z
5155,2026-07-14 12:33:39,38434786715575298,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434786715575298,,,,,,,,,,,,,2,HBN 原白霜 2.0,HBN,2. HBN 原白霜 2.0（全能进阶，见效快）,3,explicit_rank,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:33:49,82723b5112f631bd9d073edd10bba329ff6dd278eba5deb0002aa465076d9287,2026-07-14T04:33:37.386Z
5155,2026-07-14 12:33:39,38434786715575298,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434786715575298,,,,,,,,,,,,,3,欧诗漫珍珠白净透赋活霜,欧诗漫,3. 欧诗漫珍珠白净透赋活霜（平价入门）,3,explicit_rank,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:33:49,82723b5112f631bd9d073edd10bba329ff6dd278eba5deb0002aa465076d9287,2026-07-14T04:33:37.386Z
5156,2026-07-14 12:34:15,38434786612612610,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434786612612610,,,,,,,,,,,,,1,谷雨 美白油霜,谷雨,谷雨 美白油霜（温和首选，干敏皮友好）,3,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:34:23,22af3bef17f0d1ac74e1e973678b3c5d0ae8e680e4cbebf61c3eae98cca70b41,2026-07-14T04:34:13.385Z
5156,2026-07-14 12:34:15,38434786612612610,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434786612612610,,,,,,,,,,,,,2,HBN 原白霜 2.0,HBN,HBN 原白霜 2.0（进阶高效，全肤质通用）,3,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:34:23,22af3bef17f0d1ac74e1e973678b3c5d0ae8e680e4cbebf61c3eae98cca70b41,2026-07-14T04:34:13.385Z
5156,2026-07-14 12:34:15,38434786612612610,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434786612612610,,,,,,,,,,,,,3,韩方五谷 377 美白面霜,韩方五谷,韩方五谷 377 美白面霜（平价入门，学生党友好）,3,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:34:23,22af3bef17f0d1ac74e1e973678b3c5d0ae8e680e4cbebf61c3eae98cca70b41,2026-07-14T04:34:13.385Z
5157,2026-07-14 12:34:50,38434840235670018,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434840235670018,,,,,,,,,,,,,1,HBN 原白霜 2.0,HBN,HBN 原白霜 2.0｜进阶美白，淡斑提亮,3,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:34:58,207c2f85e9d5e55dc9ffc8ec8393cc12b31ac3de564e7e99ebe02332b4c90b5f,2026-07-14T04:34:48.384Z
5157,2026-07-14 12:34:50,38434840235670018,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434840235670018,,,,,,,,,,,,,2,谷雨美白油霜,谷雨,谷雨美白油霜｜温和美白，干敏皮友好,3,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:34:58,207c2f85e9d5e55dc9ffc8ec8393cc12b31ac3de564e7e99ebe02332b4c90b5f,2026-07-14T04:34:48.384Z
5157,2026-07-14 12:34:50,38434840235670018,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434840235670018,,,,,,,,,,,,,3,焕颜计小白罐,焕颜计,焕颜计小白罐｜平价多效，全肤质通用,3,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:34:58,207c2f85e9d5e55dc9ffc8ec8393cc12b31ac3de564e7e99ebe02332b4c90b5f,2026-07-14T04:34:48.384Z
5158,2026-07-14 12:35:25,38434840122985986,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434840122985986,,,,,,,,,,,,,1,谷雨美白油霜,谷雨,温和修护：谷雨美白油霜,3,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:35:35,5ce93df6b052ebf191b4e117dfc0545bc01de5358cd05e6e7ab23440f829972d,2026-07-14T04:35:22.393Z
5158,2026-07-14 12:35:25,38434840122985986,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434840122985986,,,,,,,,,,,,,2,HBN 原白霜 2.0,HBN,全能进阶：HBN 原白霜 2.0,3,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:35:35,5ce93df6b052ebf191b4e117dfc0545bc01de5358cd05e6e7ab23440f829972d,2026-07-14T04:35:22.393Z
5158,2026-07-14 12:35:25,38434840122985986,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434840122985986,,,,,,,,,,,,,3,韩方五谷 377 美白面霜,韩方五谷,平价入门：韩方五谷 377 美白面霜,3,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:35:35,5ce93df6b052ebf191b4e117dfc0545bc01de5358cd05e6e7ab23440f829972d,2026-07-14T04:35:22.393Z
5159,2026-07-14 12:36:02,38434840299550722,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434840299550722,,,,,,,,,,,,,1,谷雨美白油霜,谷雨,谷雨美白油霜（温和首选，干敏皮友好）,3,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:36:10,a092f816bd26c1d9adf61581bb9618f55b7c07f315676b85eb699c76d1831802,2026-07-14T04:36:01.391Z
5159,2026-07-14 12:36:02,38434840299550722,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434840299550722,,,,,,,,,,,,,2,HBN 原白霜 2.0,HBN,HBN 原白霜 2.0（高效进阶，全肤质可用）,3,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:36:10,a092f816bd26c1d9adf61581bb9618f55b7c07f315676b85eb699c76d1831802,2026-07-14T04:36:01.391Z
5159,2026-07-14 12:36:02,38434840299550722,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434840299550722,,,,,,,,,,,,,3,焕颜计小白罐,焕颜计,焕颜计小白罐（淡斑抗皱，性价比高）,3,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:36:10,a092f816bd26c1d9adf61581bb9618f55b7c07f315676b85eb699c76d1831802,2026-07-14T04:36:01.391Z
5160,2026-07-14 12:36:36,38434840208215810,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434840208215810,,,,,,,,,,,,,1,谷雨美白油霜,谷雨,结合肤质和预算，给你挑了 3 款口碑不错的：✨ 谷雨美白油霜 (温和修护，干敏皮首选),3,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:36:46,4816389eefb8307a7909cf4e0b1e03348da9634571869d0ba1672e4dd620fc29,2026-07-14T04:36:35.385Z
5160,2026-07-14 12:36:36,38434840208215810,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434840208215810,,,,,,,,,,,,,2,HBN 原白霜 2.0,HBN,✨ HBN 原白霜 2.0 (高效全能，全肤质通用),3,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:36:46,4816389eefb8307a7909cf4e0b1e03348da9634571869d0ba1672e4dd620fc29,2026-07-14T04:36:35.385Z
5160,2026-07-14 12:36:36,38434840208215810,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434840208215810,,,,,,,,,,,,,3,焕颜计小白罐,焕颜计,✨ 焕颜计小白罐 (淡斑抗皱，性价比高),3,appearance_order,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:36:46,4816389eefb8307a7909cf4e0b1e03348da9634571869d0ba1672e4dd620fc29,2026-07-14T04:36:35.385Z
5161,2026-07-14 12:37:14,38434736241757186,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434736241757186,,,,,,,,,,,,,1,谷雨 美白油霜,谷雨,谷雨 美白油霜（温和修护，干敏皮首选）,3,explicit_rank,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:37:19,b6e1917d5a45191eaa08694b0f4ab512f06b83255cba19a6ec65b5467ac62462,2026-07-14T04:37:12.383Z
5161,2026-07-14 12:37:14,38434736241757186,推荐美白面霜,推荐美白面霜,https://www.doubao.com/chat/38434736241757186,,,,,,,,,,,,,2,HBN 原白霜 2.0,HBN,HBN 原白霜 2.0（强效美白，淡斑痘印）,3,explicit_rank,anthropic,ai_verified,deepseek-v4-pro,2026-07-14 12:37:19,b6e1917d5a45191eaa08694b0f4ab512f06b83255cba19a6ec65b5467ac62462,2026-07-14T04:37:12.383Z
